"nome","verso"
"Êta Vida","""Respeitável público:A sociedadeDa Grã Ordem CavernistaPede licença para apresentarO maior espetáculo da terra""Moro aqui nesta cidadeQue é de São SebastiãoTem Maracanã DomingoPagamento a prestaçãoSol e mar em IpanemaSei que você vai gostar...Mas não eraO que eu queriaO que eu queria mesmoEra me mandar!...(2x)Mas Êta Vida danada!Eu não entendo mais nadaÉ que esta vida viradaEu quero ver...(2x)São Sebastião do RioTudo aqui é genialNa televisão à noiteTem cultura e carnavalTem garota propagandaNum biquine que é demais...Mas não eraO que eu queriaO que eu queria mesmoEra estar em paz! (2X)Mas Êta Vida danada!Eu não entendo mais nadaÉ que esta vida viradaEu quero ver...(2x)"
"Eterno Carnaval","Eu vou brincarO ano inteiro neste carnavalEu vou entrar nesta bagunçaE não me leve a malEu vou, eu vouEu vou brincarO ano inteiro neste carnavalNão vou deixar que a cinza venhaE suje o meu quintalEu abro a bocaE fico rindo à toaEssa é muito boaHoje eu tou legalSó peço a DeusQue não me leve agoraOntem, hoje, sempreEterno CarnavalHey, hey, hey"
"Eu Acho Graça","Eu acho graça- Alô!- Oi! É o Jorginho Maneiro? É verdade que agora você é hippie?- Podiscrer!- Podiscrer! Podiscrer! Podiscrer!...Ah! Vou te contar, contigo eu tôAh! Vou te contar, contigo eu tôO tempo todo tô comigoEu tô contigoE sigo na jogadaEu não tô com nada mesmoEu tô de toca e tangaEu tô na santa paz, oh nêgoO Tico-tico e o Teco-tecoTodos tão por dentro da jogadaEu não tô com nada mesmoEu tô muito tranqüilioEu tô dizendo adeus(2x)Passo pela praça e acho graçaFalam mal de mim e eu acho graçaTodo tempo ido tá contigo na manhãTodo tempo tido, tô contigo na manhãNa manhã! Na manhã!Ah! Vou te contar, contigo eu tôAh! Vou te contar, contigo eu tôO tempo todo tô comigoEu tô contigoE sigo na jogadaEu não tô com nada mesmoEu tô de toca e tangaEu tô na santa paz, oh nêgoO Tico-tico e o Teco-tecoTodos tão por dentro da jogadaEu não tô com nada mesmoEu tô muito tranqüilioEu tô dizendo adeusPasso pela praça e acho graçaFalam mal de mim e eu acho graçaTodo tempo ido tá contigo na manhãTodo tempo tido, tô contigo na manhãNa manhã! Na manhã!"
"Eu Não Quero Dizer Nada","Já é quase meia noite (meu amor)No relógio do edifício (onde estou)No aterro do FlamengoMas você é tão legalVocê diz tudo o que sabe (sem saber)Que você não sabe nada (podes crer)Eu queria dar um jeitoMas você é tão legalVocê é tão legal, legal, legalVocê é tão legal, legalVocê é tão legalEu saí do apartamento (quero mais)Eu fugi dos corredores (é demais)Eu preciso ir-me emboraMas você é tão legalÉ preciso estar bem claro (se puder)E eu não quero, não quero dizer nada (se houver)Eu queria estar por foraMas você é tão legalVocê é tão legal, legal, legalVocê é tão legalVocê é tão legal, legal"
"Eu Não Tô Nem Aí","As ruas estão cheias dessa gente chata e absurdaque faz do notório a sua única ambiçãomovidos a dinheiro, óleo, álcool, diesel e gasolinacumprindo mais um dia sua estúpida missãoe eu sentando aquitentando meu futuro garantir, digo:Foda-se eu não tô nem aí, não tô nem aí, não tô nem aí!Foda-se eu não tô nem aí, não tô nem aí, não tô nem aí!Foda-seTem dias em que a gente não tem saco pra esse mundo escrotoa luz do sol irrita e os sentidos vão pro chãoe ainda há quem reclame por que acha que perdeu no jogoe quanto mais careta o mundo fica mais doidãoe eu sentando aqui (tomando todas)tentando meu futuro garantir, digo:Foda-se eu não tô nem aí, não tô nem aí, não tô nem aí!!Foda-se eu não tô nem aí, não tô nem aí, não tô nem aí!!Foda-se"
"Eu Nasci Há Dez Mil Anos Atrás","Um dia, numa rua da cidadeEu vi um velhinho sentado na calçadaCom uma cuia de esmolaE uma viola na mãoO povo parou para ouvirEle agradeceu as moedasE cantou essa músicaQue contava uma históriaQue era mais ou menos assimEu nasciHá dez mil anos atrásE não tem nada nesse mundoQue eu não saiba demais, éEu nasciHá dez mil anos atrásE não tem nada nesse mundoQue eu não saiba demaisEu vi Cristo ser crucificadoO amor nascer e ser assassinadoEu vi as bruxas pegando fogoPra pagarem seus pecadosEu vi!Eu vi Moisés cruzar o mar vermelhoVi Maomé cair na terra de joelhosEu vi Pedro negar Cristo por três vezesDiante do espelhoEu vi!Eu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demaisEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demaisEu vi as velas se acenderem para o papaVi babilônia ser riscada no mapaVi conde Drácula sugando sangue novoE se escondendo atrás da capaEu vi!Eu vi a arca de Noé cruzar os maresVi salomão cantar seus salmos pelos aresEu vi zumbi fugir com os negros pra florestaPro quilombo dos palmaresEu vi!Eu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demaisEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demaisEu vi o sangue que corria da montanhaQuando Hitler chamou toda AlemanhaVi o soldado que sonhava com a amadaNuma cama de campanhaEu li!Eu li os símbolos sagrados de umbandaEu fui criança pra poder dançar cirandaE quando todos praguejavam contra o frioEu fiz a cama na varandaEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos atrás)E não tem nada nesse mundoQue eu não saiba demaisEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos atrás)E não tem nada nesse mundoQue eu não saiba demaisNão! Não!Eu tava junto com os macacos na cavernaEu bebi vinho com as mulheres na tabernaE quando a pedra despencou da ribanceiraEu também quebrei a pernaEu tambémEu fui testemunha do amor de RapunzelEu vi a estrela de Davi brilhar no céuE para aquele que provar que eu tô mentindoEu tiro o meu chapéuEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demaisEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demaisEu nasci (eu nasci)Há dez mil anos atrás (eu nasci há 10 mil anos)E não tem nada nesse mundoQue eu não saiba demais"
"Eu Quero Mesmo","Eu quero mesmo é cantar iê-iê-iêEu quero mesmo é gostar de vocêEu quero mesmo é falar de amorEu quero mesmo é sentir seu calor!Eu quero mesmoPor muito tempo eu sentia vergonha das coisas que eu sintoE disfarçando, escrevia difícil só pra complicarQuando a flor é uma flor e não tem outro jeito da gente dizerPra que mentir, se eu sei, eu sei queEu quero mesmo é cantar iê-iê-iêEu quero mesmo é gostar de vocêEu quero mesmo é falar de amorEu quero mesmo é sentir seu calorEu quero mesmoEu tinha medo de ver a beleza da simplicidadeNunca falava eu te amo com medo de alguém me gozarEu gosto de Besame Mucho, e eu gosto, eu vou tirar você desse lugarPra que mentir? Quando eu sei queEu quero mesmo é cantar iê-iê-iêEu quero mesmo é gostar de vocêEu quero mesmo é falar de amorEu quero mesmo é sentir seu calor! Eu quero mesmo!Eu quero mesmo é cantar iê-iê-iêEu quero mesmo é gostar de você!Eu quero mesmo é falar de amor!Eu quero mesmo é sentir seu calor! Eu quero mesmo!Eu quero mesmo é cantar iê-iê-iê (oié)Eu quero mesmo é gostar de você! (minha nega)Eu quero mesmo é falar de amor!Eu quero mesmo é rimar amor com dor!"
"Eu Realmente Não Preciso Mais de Você","Eu realmente não preciso mais de vocêJá lhe disse isto há tempo atrásVocê nunca chegou a compreenderNem mesmo chegou a ser minha amigaEu realmente não preciso de vocêEu realmente não preciso de vocêEu realmente não preciso mais de vocêEu posso ficar melhor sozinhoQuando eu me sentia caídoVocê me botava pra baixo, tão pra baixoVocê tem sido uma pedra bem no meu caminhoE eu nunca tive coragem pra dizerEu realmente não preciso de vocêVocê teve sua chance de cair fora agoraAntes que eu a fizesse beijar a lonaTudo é tão claro e eu posso verVocê nunca foi a garota que eu queria pra mim, caraTrabalho de dia, trabalho de noiteTento de tudo pra fazer você se sentir legalVocê nunca mostrou cooperaçãoVocê deveria mostrar consideraçãoEu realmente não preciso de você"
"Eu Sou Egoísta","Se você acha que tem pouca sorteSe lhe preocupa a doença ou a morteSe você sente receio do infernoDo fogo eterno, de deus, do malEu sou estrela no abismo do espaçoO que eu quero é o que eu penso e o que eu façoOnde eu tô não há bicho-papãoEu vou sempre avante no nada infinitoFlamejando meu rock, o meu gritoMinha espada é a guitarra na mãoSe o que você quer em sua vida é só pazMuitas doçuras, seu nome em cartazE fica arretado se o açúcar demoraE você chora, cê reza, cê pede, imploraEnquanto eu provo sempre o vinagre e o vinhoEu quero é ter tentação no caminhoPois o homem é o exercício que fazEu sei... sei que o mais puro gosto do melÉ apenas defeito do felE que a guerra é produto da pazO que eu como a prato plenoBem pode ser o seu venenoMas como vai você saber sem tentar?Se você acha o que eu digo fascistaMista, simplista ou antissocialistaEu admito, você tá na pistaEu sou ista, eu sou egoEu sou ista, eu sou egoEu sou egoísta, eu souEu sou egoísta, eu souPor que não"
"Eu sou Egoísta (versão 2)","Se você acha que tem pouca sorteSe lhe preocupa a doença ou a morteSe você sente receio do infernoDo fogo eternoDe Deus, do malEu sou estrela no abismo do espaçoO que eu queroÉ o que eu penso e o que eu façoOnde eu estou não há sombrade DeusEu vou sempre avante no nada infinitoFlamejando o meu rock, meu gritoMinha espada é a guitarra na mãoSe o que você quer em sua vida paz é só pazMuitas doçuras, seu nome em cartazE fica arretado se o açúcar demoraE você chora, você rezaVocê pede, você imploraEnquanto euProvo sempre o vinagre e o vinhoEu quero é ter tentação no caminhoPois o homem é o exercício que fazEu sei que o mais puro gosto do melÉ apenas defeito do felE que a guerra é produto da pazO que eu como a prato plenoBem pode ser o seu venenoMas como vai você saber sem provar?Se você acha que eu digo fascistaMista, simplista ou anti-socialistaEu admito, você tá na pistaEu sou egoEu sou istaEu sou egoEu sou istaEu sou egoístaEu sou egoístaPor que não?Por que não?Por que não?Por que não?Sobre a cabeça, os aviõesSobre os meus pés, os caminhões, apontaImagine there's no heavenIt's easy if you try...Hey! Mr. Tambourine Man, play a song for me,I'm not sleepy and there is no place I'm going to...Eu sou a luz das estrelas, eu sou a cor do luar...."
"Eu Sou Eu, Nicuri É o Diabo","Eu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sei quem souE por onde vouEu sei quem souE por onde estouEu agüento a barraLimpa ou da TijucaSe vou lá no fundoFundo a minha cucaCucaracha cha-cha-cha-chaMas...Eu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicucu é o didiEu sou eu, nicuri é o diaboE que diabo!Kid-aboKid-ColtKid-RingoKid-JingoKid-JangoE por falar nissoKid-JangoE por falar nissoKid-JangoE quem souber dissoQue me cante um tango:Que el mundo fué y será una porqueríaya lo se, en el 510y en el 2000 tambiém...Mas...Eu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o diaboEu sou eu, nicuri é o didiEu sou eu, nicuri é o diabo"
"Eu Sou Punk","Eu quero a cerveja do meu amigoEu quero cuspir no copo dos meus amigosEu quero matar a minha mãeEu não acredito mais em nadaEu não acredito mais em nadaEu sou punk, eu sou punk."
"Eu Também Vou Reclamar","Mas é que se agora pra fazer sucessoPra vender disco de protestoTodo mundo tem que reclamarEu vou tirar meu pé da estradaE vou entrar também nessa jogadaE vamos ver agora quem é que vai guentarPorque eu fui o primeiroE já passou tanto janeiroMas se todos gostam, eu vou voltarTô trancado aqui no quartoDe pijama porque tem visita estranha na salaAí eu pego e passo a vista no jornalUm piloto rouba um migGelo em Marte, diz a vikingMas, no entanto, não há galinha em meu quintalCompro móveis estofadosMe aposento com saúdePela assistência socialDois problemas se misturamA verdade do universoA prestação que vai vencerEntro com a garrafa de bebida enrustidaPorque minha mulherNão pode verLigo o rádio e ouço um chatoQue me grita nos ouvidosPare o mundo, que eu quero descerOlhos os livros na minha estanteQue nada dizem de importanteServem só pra quem não sabe lerE a empregada me bate à portaMe explicando que tá toda tortaE que já não sabe o que vai dá pra mim comerFalam em nuvens passageirasMandam ver qualquer besteiraE eu não tenho nada pra escolherApesar dessa voz chata e renitenteEu não tô aqui pra me queixarE nem sou apenas o cantorQue eu já passei por Elvis PresleyImitei mr. Bob Dylan, you knowEu já cansei de ver o sol se pôrAgora eu sou apenasUm latino-americanoQue não tem cheiro nem saborE as perguntas continuamSempre as mesmasQuem eu sou? Da onde venho? E aonde vou dá?E todo mundo explica tudoComo a luz acendeComo um avião pode voarAo meu lado, um dicionárioCheio de palavrasQue eu sei que nunca vou usarMas agora eu também resolvi dar uma queixadinhaPorque eu sou um rapaz latino-americanoQue também sabe se lamentarE sendo nuvem passageiraNão me leva nem à beira disso tudoQue eu quero chegarE fim de papo!"
"Eu Vou Botar Pra Ferver","Eu vou botar pra ferverNo carnaval que passouQuero ver o sol fervendoNo salão entediadoQuero ver as menininhasNo salão desarrumadoQuero ver gente cantandoNo salão entediadoMuita gente se afirmandoNo salão entediadoEu vou botar pra ferverNo carnaval que passouQuero ver o dia entrandoNo salão do lado erradoQuero ver muitas cadeirasNo salão desarrumadoQuero ver por quatro noitesNo salão partido-altoQuero ver você sambandoNo salão entediadoEu vou botar pra ferverNo carnaval que passou"
"Faça, Fuce, Force","Faça, Fuce, ForceMas!Não fique na fossaFaça, Fuce, ForceMas!Não chore na porta...Faça, Fuce, ForceVá!Derrube essa portaTrace, Fuce, ForceVá!Que essa chave é torta...-""Os meus fantasmasSão incríveisFantásticos, extraordináriosSe fantasiam de Al CaponeNas noites que tenho medoDe gangstersAbusam de minhaTendência místicaSempre que possívelOs meus fantasmas tornaramMinha solidão em vícioE minha soluçãoEm Status QuoAi! Meu Deus do Céu!""Faça, Fuce, ForceMas!Não fique na fossaFaça, Fuce, ForceMas!Não chore na portaFaça, Fuce, ForceVá!Derrube essa portaTrace, Fuce, ForceVá!Que essa chave é torta...-""Feliz por saberQue só sei, que não seiQ quem sabe não fala, não dizVida, alguma coisa aconteceMorte, alguma coisaPode acontecerQue o mel é doceÉ coisa que euMe nego afirmarMas que parece doceIsso eu afirmo plenamente""Faça, Fuce, ForceMas!Não fique na fossaFaça, Fuce, ForceMas!Não chore na portaFaça, Fuce, ForceVá!Derrube esta portaTrace, Fuce, ForceVá!Que essa chave é torta..."
